map,RoomID,playerInitialHealth,PlayerFinalHealth,HealthLost,TimeToExit,hasEnemies,nEnemies,EnemiesIds,
R15-K3-L3-E20-L1.5-CE0.5~0.6-LE0.1~0.2,100,10,10,0,7193,True,2,Name: Enemy16,Amount: 1,Name: Enemy5,Amount: 1,
R15-K3-L3-E20-L1.5-CE0.5~0.6-LE0.1~0.2,102,10,10,0,5566,True,1,Name: Enemy12,Amount: 1,
R15-K3-L3-E20-L1.5-CE0.5~0.6-LE0.1~0.2,122,10,10,0,10297,True,1,Name: Enemy6,Amount: 2,
R15-K3-L3-E20-L1.5-CE0.5~0.6-LE0.1~0.2,104,10,10,0,2577,True,1,Name: Enemy10,Amount: 1,
R15-K3-L3-E20-L1.5-CE0.5~0.6-LE0.1~0.2,106,10,9,-1,10216,True,2,Name: Enemy14,Amount: 2,Name: Enemy18,Amount: 1,
R15-K3-L3-E20-L1.5-CE0.5~0.6-LE0.1~0.2,84,9,9,0,4997,True,1,Name: Enemy10,Amount: 1,
R15-K3-L3-E20-L1.5-CE0.5~0.6-LE0.1~0.2,64,9,9,0,3196,True,1,Name: Enemy0,Amount: 1,
R15-K3-L3-E20-L1.5-CE0.5~0.6-LE0.1~0.2,66,9,7,-2,5998,True,1,Name: Enemy15,Amount: 1,
R15-K3-L3-E20-L1.5-CE0.5~0.6-LE0.1~0.2,46,7,7,0,3698,True,1,Name: Enemy10,Amount: 1,
R15-K3-L3-E20-L1.5-CE0.5~0.6-LE0.1~0.2,26,7,7,0,5956,True,2,Name: Enemy9,Amount: 1,Name: Enemy2,Amount: 1,
R15-K3-L3-E20-L1.5-CE0.5~0.6-LE0.1~0.2,6,7,7,0,6077,True,2,Name: Enemy10,Amount: 1,Name: Enemy12,Amount: 1,
R15-K3-L3-E20-L1.5-CE0.5~0.6-LE0.1~0.2,8,7,0,-7,6616,True,2,Name: Enemy8,Amount: 1,Name: Enemy12,Amount: 1,
